ID;1_LTL;2_IFG;3_Prec;4_ATL;5_aPFC;6_Ins;7_ACC;8_PCC;9_V1;1_LTL_2;2_IFG_2;3_Prec_2;4_ATL_2;5_aPFC_2;6_Ins_2;7_ACC_2;8_PCC_2;9_V1_2
sub-017;0.331158434127703;0.358037062605168;0.36008539955799;0.364850839913132;0.346390698633223;0.339930001246446;0.370105091014559;0.369513927840339;0.332270018648756;0.3039811079470548;0.29728837976346284;0.30147305398551244;0.28685912878188624;0.2835983230501503;0.3166117451208813;0.27153826470686937;0.2902441297167211;0.28502906976744186
sub-018;0.424875834759555;0.471105723825823;0.419579935568307;0.409272992142593;0.410351947332844;0.407654858983762;0.449561526513353;0.413024646081124;0.33962291399999;0.2593862809394371;0.29984410430839004;0.27663569127439563;0.27951908740945286;0.2915727637073152;0.32190701509638386;0.27528254783238176;0.2892448751875662;0.30821372241638023
sub-019;0.420812389437804;0.401635990900941;0.400771088914776;0.346755583840301;0.342577411514288;0.412722262971432;0.400269843666853;0.397775932078257;0.382628941287579;0.3340389238852694;0.2652824219892326;0.2743473234959946;0.27878922710733345;0.265075200270383;0.2717491119069192;0.28353624042992814;0.2865508130665938;0.2728233329977516
sub-020;0.457112774637691;0.437840615456894;0.462341108042935;0.43718287526427;0.415779861980028;0.397973385971724;0.415278526844141;0.41022178956149;0.350034487015384;0.27505219494422156;0.26817288931076305;0.275518653550215;0.25973486646244126;0.28640243800127524;0.27152349311817753;0.29409570910816757;0.2762334426370971;0.26589458898428997
sub-021;0.475228854755432;0.434876679706413;0.402005939796637;0.399836314018207;0.43279894938948;0.400240390377433;0.391024716792989;0.397096409035777;0.393760516891746;0.26899006078823356;0.3027551559735945;0.30458866069331186;0.2837669229072884;0.29568894330106954;0.34778399203233096;0.30204222457129437;0.31650244135709255;0.284610101968906
sub-022;0.430493952337806;0.405025905711121;0.418574508732316;0.402788594296069;0.384187358875897;0.417775045183683;0.41046373799696;0.398429357648626;0.38887921095147;0.2837913125080899;0.24936497149952305;0.29311353329210477;0.3004679267760663;0.26516994218406176;0.29437025691178514;0.25585895739550224;0.28947367001769;0.2828424252012292
sub-023;0.483331775275296;0.44588247208679;0.459350895044416;0.368957850934595;0.422627257386393;0.425758384749248;0.447190192144511;0.40037794892446;0.399794486152459;0.29004691552449025;0.26840698753074166;0.27368715632835233;0.29534455254970204;0.32311442018667935;0.2682264625370937;0.2800664451827242;0.25541134529921905;0.3056124845991956
sub-024;0.463130653952913;0.431670765557808;0.408077931665971;0.40191734022714;0.381680713159118;0.423176472844246;0.446074053299966;0.400516076761923;0.402208427416068;0.2843843932922006;0.30323869329268;0.2810757372011525;0.2545994772116035;0.27637070155757865;0.30020743145743145;0.2841640778933138;0.2763098474061929;0.2909017500587268
sub-025;0.636120309646057;0.543155930448289;0.534923271634235;0.504552885283782;0.564049278978681;0.476771122472949;0.522221593006476;0.472933715417104;0.397080708604795;0.24738680708365093;0.2703612117856304;0.27776330581563136;0.2828866500793411;0.25735436352130703;0.271746145604119;0.2530376438806672;0.2647920232222558;0.2747209877608549
sub-026;0.437812690262856;0.444769029881156;0.450913771075731;0.384114130148183;0.419081267108675;0.407015905375539;0.409130579645529;0.400475177738466;0.391865768506133;0.3157987384523929;0.27436488161155936;0.28826401772830346;0.2995888224916464;0.3053782964912533;0.262999657227232;0.2674161824701692;0.3221450983494173;0.28505675526024365
sub-027;0.571031895845018;0.542432302378315;0.538110369235784;0.379165617973757;0.488147732666005;0.471707703518334;0.54634884080482;0.500555777279199;0.360111976432574;0.31002814092515085;0.2908488060481416;0.29921036420205854;0.2767939240530603;0.30182268820142577;0.29037482681585675;0.29553493525669605;0.3002026673953584;0.3123626212289003
sub-028;0.473708849290244;0.487909140047844;0.448483709903975;0.395695924599579;0.387823386930529;0.430677503559563;0.387935686959773;0.372849939834989;0.398603290858274;0.316607400535972;0.3050851418791618;0.30191401437248616;0.2983890878409151;0.3083639551662807;0.3052970078094663;0.3130210505625788;0.308592120780659;0.31509260857267507
sub-029;0.467379238517112;0.431875680152258;0.410883544749823;0.317446804303116;0.413380782193074;0.434153800702804;0.402356592742805;0.370694935831979;0.359698102285311;0.2631187887417123;0.25734693278297927;0.26368538253920315;0.2571863029919508;0.25633035983949604;0.27198596669111624;0.2796873576773909;0.2924761077792639;0.2566369077581702
sub-030;0.389017758266097;0.385125639403048;0.379624975430623;0.390095844539366;0.346103356776114;0.385813821652692;0.403276086685555;0.395445346919599;0.374559339239571;0.29279392165604795;0.27622625160000575;0.29523276188558584;0.2771842775165035;0.2831445086843758;0.28299930966043924;0.2763238998911757;0.2864076515031665;0.29800739358463607
