ID;LTL;IFG;Prec;ATL;aPFC;Ins;ACC;PCC;V1;PM
sub-013;0.7377645502645502;0.7433311287477954;0.732501102292769;0.6427744708994708;0.6209766313932981;0.7613536155202822;0.70706569664903;0.6907793209876543;0.6859567901234568;0.732501102292769
sub-014;0.7709986772486773;0.6790674603174603;0.7294422398589065;0.6628361992945325;0.7554012345679012;0.7419257054673721;0.7158013668430335;0.7224702380952381;0.6817129629629629;0.7251157407407407
sub-015;0.67975639329806;0.7260802469135802;0.7444334215167548;0.6277006172839507;0.7270447530864198;0.7114197530864198;0.6589781746031745;0.747988315696649;0.609457671957672;0.765459656084656
sub-016;0.7222773368606702;0.7302414021164021;0.7790729717813051;0.591986331569665;0.6860670194003528;0.7143132716049383;0.7469962522045855;0.7435515873015873;0.5961199294532628;0.7626763668430335
sub-017;0.6482583774250441;0.644483024691358;0.6760085978835979;0.6531911375661376;0.6567184744268078;0.6945546737213404;0.6452270723104057;0.6571318342151675;0.6539627425044091;0.6723710317460317
sub-018;0.6863150352733687;0.687610229276896;0.665922619047619;0.6384479717813051;0.671792328042328;0.6900628306878307;0.6677689594356261;0.6404045414462082;0.6416170634920635;0.6526675485008818
sub-019;0.7098214285714286;0.6518408289241622;0.6852127425044091;0.7079475308641975;0.7170138888888888;0.7065972222222222;0.6623401675485009;0.6545690035273368;0.6512621252204585;0.734209656084656
sub-020;0.7584876543209876;0.7158840388007054;0.7094907407407407;0.6540178571428572;0.6710758377425043;0.7231040564373897;0.7018298059964726;0.6348930776014109;0.6169532627865961;0.7236000881834215
sub-021;0.6304839065255732;0.644317680776014;0.7248952821869489;0.6012731481481481;0.5564098324514991;0.7059634038800705;0.654458774250441;0.656415343915344;0.6353891093474427;0.6614307760141094
sub-022;0.6618992504409171;0.7143959435626103;0.6981922398589065;0.5243882275132276;0.6625330687830687;0.7291115520282188;0.6849096119929453;0.6396053791887125;0.6621748236331569;0.7102899029982362
sub-023;0.7230213844797178;0.703180114638448;0.7305445326278659;0.550788139329806;0.6181933421516755;0.736166225749559;0.6871968694885362;0.6431878306878307;0.6305390211640212;0.6945546737213404
sub-024;0.693397266313933;0.628858024691358;0.6997078924162258;0.6226851851851852;0.6243661816578483;0.718584656084656;0.7040068342151675;0.6299603174603174;0.6448412698412699;0.6944720017636684
sub-025;0.7178406084656085;0.7469686948853616;0.701361331569665;0.623015873015873;0.6634424603174603;0.6976410934744268;0.6662808641975309;0.6495535714285714;0.6135912698412699;0.7334104938271605
sub-026;0.7213128306878307;0.6833664021164021;0.7404927248677249;0.640680114638448;0.6737764550264551;0.7360008818342152;0.736166225749559;0.6475143298059964;0.6182760141093474;0.6816302910052909
sub-027;0.7559248236331569;0.667906746031746;0.7373236331569665;0.6234843474426808;0.7044477513227514;0.7183917548500881;0.6956845238095238;0.6843584656084656;0.6266534391534391;0.6983300264550264
sub-028;0.7006172839506173;0.6948578042328042;0.693342151675485;0.6119102733686067;0.701195987654321;0.6988536155202821;0.699156746031746;0.6673280423280423;0.6709380511463844;0.6976410934744268
sub-029;0.6954640652557319;0.7439925044091711;0.6961805555555556;0.6354166666666666;0.6866457231040564;0.7512125220458553;0.6690090388007054;0.6988536155202822;0.6755125661375662;0.6438767636684304
sub-030;0.6259645061728395;0.6764219576719577;0.6786541005291005;0.5537367724867724;0.5495480599647267;0.7053020282186949;0.6211970899470899;0.6631668871252205;0.6302083333333334;0.681685405643739
