roi;accuracy
3_Prec;0.6497860342345223
3_Prec;0.6400393714783412
3_Prec;0.7671713636929202
3_Prec;0.6613219662631756
3_Prec;0.6411811887875718
3_Prec;0.5954713219437101
3_Prec;0.6387602428055955
3_Prec;0.7314458575516808
3_Prec;0.6773059643790327
3_Prec;0.7032916955509341
3_Prec;0.6797158010273913
