roi;accuracy
2_IFG;0.6044313065138337
2_IFG;0.6669268209842416
2_IFG;0.7056686536091045
2_IFG;0.5518839096311039
2_IFG;0.6157055603674219
2_IFG;0.6290508939321343
2_IFG;0.6665715683203105
2_IFG;0.6346078764107982
2_IFG;0.6392967521438401
2_IFG;0.6402801645146362
2_IFG;0.6337751484000033
2_IFG;0.5883598715436467
1_LTL;0.6791493452278572
1_LTL;0.6607488518068046
1_LTL;0.6029370172776712
1_LTL;0.6328366233189183
1_LTL;0.6485831357396761
1_LTL;0.648394935459564
1_LTL;0.6178209962713156
1_LTL;0.7313789733729749
1_LTL;0.6779035837653776
1_LTL;0.6707883884547972
1_LTL;0.7033963521446589
1_LTL;0.6892368021770112
1_LTL;0.6945946041062624
1_LTL;0.6591068216394745
1_LTL;0.635681831212017
1_LTL;0.6201280749873049
1_LTL;0.6050319707561387
1_LTL;0.6029687021007233
1_LTL;0.7406649538470359
1_LTL;0.6048709971927367
1_LTL;0.6334144311964552
1_LTL;0.6054894883757597
1_LTL;0.6889400981518339
1_LTL;0.6327480773010961
1_LTL;0.6696996077305192
1_LTL;0.6984908464482285
1_LTL;0.6428298073615412
1_LTL;0.6373253714863139
1_LTL;0.6160605186884696
1_LTL;0.64401071100955
8_PCC;0.610907054707848
8_PCC;0.6353697317742887
8_PCC;0.6359028891161728
8_PCC;0.5843495877883317
8_PCC;0.6161243591003652
8_PCC;0.5855510661867086
8_PCC;0.5756312311108654
8_PCC;0.6044669859903026
8_PCC;0.6719712117303062
8_PCC;0.6428089026180648
8_PCC;0.6183189220498141
8_PCC;0.6264607725400101
8_PCC;0.6163618298196472
8_PCC;0.6236314079725457
8_PCC;0.5728286453470277
8_PCC;0.6050204401936213
8_PCC;0.5712455669402264
8_PCC;0.627011180934362
8_PCC;0.6257536649528231
8_PCC;0.6057238109059413
8_PCC;0.6280459689358199
8_PCC;0.6255744293331368
8_PCC;0.5691030770860976
8_PCC;0.6557371843108588
8_PCC;0.5828764363932707
8_PCC;0.5733971174361557
8_PCC;0.6548951461066883
8_PCC;0.6205469888978983
8_PCC;0.6004485977505037
8_PCC;0.5948378657018364
3_Prec;0.6058607507330417
3_Prec;0.6694910657976639
3_Prec;0.6531840093493537
3_Prec;0.6091159526676168
3_Prec;0.6227466132651891
3_Prec;0.6100155541017577
3_Prec;0.6059733688797156
3_Prec;0.6319247554650516
3_Prec;0.647964606164103
3_Prec;0.6329397649044998
3_Prec;0.634202540665389
3_Prec;0.6975130393897325
3_Prec;0.6120831400908316
3_Prec;0.6013314088427769
3_Prec;0.6556761529538716
3_Prec;0.6303352527048831
3_Prec;0.6264550008599931
3_Prec;0.6585351885637295
3_Prec;0.6198116883814929
3_Prec;0.6139449740056842
3_Prec;0.6466103985453832
3_Prec;0.7006643702802758
3_Prec;0.6331719758444313
3_Prec;0.61619626834652
3_Prec;0.586636204189278
3_Prec;0.6139121355779155
3_Prec;0.6556283990204269
3_Prec;0.6754035568905925
3_Prec;0.6525522599390633
3_Prec;0.6146941598276738
